,text,polarity
445,I'm not picky - but it was actually gross.,negative
446,I'm still mad that i had to pay for lousy food.,negative
447,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",negative
448,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.",negative
449,"In fact, it appears he is going to go postal at any moment.",negative
450,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",negative
451,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,neutral
452,I have been twice to this restaurant.,neutral
453,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,neutral
454,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,negative
455,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,negative
456,This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).,neutral
457,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",neutral
458,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,negative
459,Interior was so so.,negative
460,Edible but really a ripoff at those prices given whats in the area.,neutral
461,It appears to be the owner's first venture and it shows.,negative
462,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",negative
463,I noted it was crossed off on the bill.,neutral
464,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",negative
465,It could have been handled better.,negative
466,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",negative
467,This is also where I was from.,neutral
468,"It is LOUD, HOT and DARK.",negative
469,it is not consistent.,negative
470,It is not worth for that bucks.,negative
471,It is run by the same Sichuan chef who started the chain in Chinatown.,neutral
472,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,negative
473,"Be careful, when they say spicy, they mean it!",neutral
474,It is thick and slightly soggy.,negative
475,It is very overpriced and not very tasty.,negative
476,It just wasn't Thai.,negative
477,It looked like shredded cheese partly done - still in strips.,negative
478,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,negative
479,It took them 15 minutes to put water in our glasses.,negative
480,It took them 25 minutes to bring our appetizer.,negative
481,IT WAS HORRIBLE.,negative
482,This is as good as neighborhood restaurants come.,neutral
483,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,neutral
484,"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",neutral
485,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,negative
486,It was not above ordinary and the beef version had cheap (undercooked) beef.,negative
487,It was rather pathetic that it took them over an hour to seat us.,negative
488,It was so bad I actually refused to pay for my food.,negative
489,It was tiny and I felt like I was eating in someone's living room.,negative
490,Turned out there was full service upstairs and sat down.,neutral
491,"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.",neutral
492,It won't break the bank but I also wouldnt come back for the food.,negative
493,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",negative
494,It's a rather cramped and busy restaurant and it closes early.,negative
495,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",negative
496,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,negative
497,It's definately not a place to go if you want to impress someone.,negative
498,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",negative
